[2022-11-01 15:12:09,054][lightning][INFO] - successful load initial weights
[2022-11-01 15:19:14,036][lightning][INFO] - prediction: 
[2022-11-01 15:19:14,599][lightning][INFO] - reference : джой так что теперь
[2022-11-01 15:19:14,599][lightning][INFO] - prediction: 
[2022-11-01 15:19:15,187][lightning][INFO] - reference : ямская центр
[2022-11-01 15:19:15,187][lightning][INFO] - prediction: 
[2022-11-01 15:19:15,752][lightning][INFO] - reference : у тебя найдется челлендж николь крэзи фэмили
[2022-11-01 15:19:15,753][lightning][INFO] - prediction: 
[2022-11-01 15:19:16,471][lightning][INFO] - reference : ок ок
[2022-11-01 15:19:16,472][lightning][INFO] - prediction: 
[2022-11-01 15:19:17,050][lightning][INFO] - reference : алексей шеремет
[2022-11-01 15:19:17,050][lightning][INFO] - prediction: 
[2022-11-01 15:19:17,852][lightning][INFO] - reference : тайны смолвиля сезон одиннадцать
[2022-11-01 15:19:17,852][lightning][INFO] - prediction: 
[2022-11-01 15:19:18,506][lightning][INFO] - reference : набери годы
[2022-11-01 15:19:18,507][lightning][INFO] - prediction: 
[2022-11-01 15:19:19,125][lightning][INFO] - reference : стройградик
[2022-11-01 15:19:19,125][lightning][INFO] - prediction: 
[2022-11-01 15:19:19,691][lightning][INFO] - reference : мне нужны тапочки поэтому мне нужно обратиться в консьерж сервис
[2022-11-01 15:19:19,691][lightning][INFO] - prediction: 
[2022-11-01 15:19:20,232][lightning][INFO] - reference : никитой леонидовичем русских
[2022-11-01 15:19:20,232][lightning][INFO] - prediction: 
[2022-11-01 15:19:20,750][lightning][INFO] - reference : включи муз тв
[2022-11-01 15:19:20,750][lightning][INFO] - prediction: 
[2022-11-01 15:19:21,821][lightning][INFO] - reference : включи сериал зена королева войнов
[2022-11-01 15:19:21,822][lightning][INFO] - prediction: 
[2022-11-01 15:19:22,431][lightning][INFO] - reference : показывай кино испытание свадьбой
[2022-11-01 15:19:22,432][lightning][INFO] - prediction: 
[2022-11-01 15:19:23,523][lightning][INFO] - reference :  
[2022-11-01 15:19:23,523][lightning][INFO] - prediction: 
[2022-11-01 15:19:24,028][lightning][INFO] - reference : салют как называется этот фильм
[2022-11-01 15:19:24,028][lightning][INFO] - prediction: 
[2022-11-01 15:19:24,753][lightning][INFO] - reference : джой двадцать второго марта какой будет день недели
[2022-11-01 15:19:24,753][lightning][INFO] - prediction: 
[2022-11-01 15:19:25,288][lightning][INFO] - reference : джой греф ученый
[2022-11-01 15:19:25,289][lightning][INFO] - prediction: 
[2022-11-01 15:19:25,878][lightning][INFO] - reference : дети чугунных богов включи мне
[2022-11-01 15:19:25,879][lightning][INFO] - prediction: 
[2022-11-01 15:19:26,968][lightning][INFO] - reference : есть ли у тебя фильм любимец учителя
[2022-11-01 15:19:26,969][lightning][INFO] - prediction: 
[2022-11-01 15:19:28,511][lightning][INFO] - reference : киноработа снегурочка покажи
[2022-11-01 15:19:28,511][lightning][INFO] - prediction: 
[2022-11-01 15:19:29,081][lightning][INFO] - reference : можно ее продлить
[2022-11-01 15:19:29,081][lightning][INFO] - prediction: 
[2022-11-01 15:19:29,871][lightning][INFO] - reference : покажи сериал закон каменных джунглей первый сезон
[2022-11-01 15:19:29,871][lightning][INFO] - prediction: 
[2022-11-01 15:19:30,726][lightning][INFO] - reference : какие из деловых мероприятий планируются в ближайшее время в отеле
[2022-11-01 15:19:30,727][lightning][INFO] - prediction: 
[2022-11-01 15:19:31,487][lightning][INFO] - reference : у тебя есть и я там был
[2022-11-01 15:19:31,488][lightning][INFO] - prediction: оро
[2022-11-01 15:19:32,489][lightning][INFO] - reference : львов
[2022-11-01 15:19:32,490][lightning][INFO] - prediction: 
[2022-11-01 15:19:33,112][lightning][INFO] - reference : серым юрьевым
[2022-11-01 15:19:33,112][lightning][INFO] - prediction: б
[2022-11-01 15:19:33,761][lightning][INFO] - reference : давай посмотрим телесериал полицейский с рублевки на канале тнт
[2022-11-01 15:19:33,762][lightning][INFO] - prediction: 
[2022-11-01 15:19:34,727][lightning][INFO] - reference : двадцать одна гуарани поменять на австралийские доллары сколько будет
[2022-11-01 15:19:34,727][lightning][INFO] - prediction: 
[2022-11-01 15:19:35,549][lightning][INFO] - reference : пополнить телефон коллеге
[2022-11-01 15:19:35,550][lightning][INFO] - prediction: 
[2022-11-01 15:19:36,087][lightning][INFO] - reference : у тебя найдется кино последняя фантазия семь дети пришествия
[2022-11-01 15:19:36,087][lightning][INFO] - prediction: 
[2022-11-01 15:19:36,916][lightning][INFO] - reference : триста девяносто один девяносто четыре девяносто восемь двести одиннадцать
[2022-11-01 15:19:36,916][lightning][INFO] - prediction: 
[2022-11-01 15:19:37,871][lightning][INFO] - reference : включи ка фильм мебиус
[2022-11-01 15:19:37,871][lightning][INFO] - prediction: 
[2022-11-01 15:19:38,438][lightning][INFO] - reference : заказать два килограмма апельсин на дом
[2022-11-01 15:19:38,439][lightning][INFO] - prediction: 
[2022-11-01 15:19:39,910][lightning][INFO] - reference : включай фильм займемся любовью
[2022-11-01 15:19:39,910][lightning][INFO] - prediction: 
[2022-11-01 15:19:40,501][lightning][INFO] - reference : шестьсот франков это сколько в швейцарских франках
[2022-11-01 15:19:40,502][lightning][INFO] - prediction: 
[2022-11-01 15:19:41,135][lightning][INFO] - reference : хочу посмотреть сочи на ти ви
[2022-11-01 15:19:41,135][lightning][INFO] - prediction: 
[2022-11-01 15:19:41,695][lightning][INFO] - reference : как мне провести фотосессию в отеле
[2022-11-01 15:19:41,695][lightning][INFO] - prediction: 
[2022-11-01 15:19:42,361][lightning][INFO] - reference : ассистент уточни пожалуйста велопрогулки в отеле включены в стоимость или нет
[2022-11-01 15:19:42,361][lightning][INFO] - prediction: 
[2022-11-01 15:19:42,776][lightning][INFO] - reference : сбер сколько будет двадцать в квадрате
[2022-11-01 15:19:42,777][lightning][INFO] - prediction: 
[2022-11-01 15:19:44,511][lightning][INFO] - reference : хочу заказать килограмм картофеля две баночки сметаны жирностью двадцать пять процентов простоквашино упаковочку укропа и упаковку петрушки
[2022-11-01 15:19:44,512][lightning][INFO] - prediction: 
[2022-11-01 15:19:45,024][lightning][INFO] - reference : у тебя в списке есть двойка
[2022-11-01 15:19:45,024][lightning][INFO] - prediction: 
[2022-11-01 15:19:45,504][lightning][INFO] - reference : что такое бухгалтерское дело
[2022-11-01 15:19:45,504][lightning][INFO] - prediction: 
[2022-11-01 15:19:46,067][lightning][INFO] - reference : изумруд
[2022-11-01 15:19:46,068][lightning][INFO] - prediction: 
[2022-11-01 15:19:46,665][lightning][INFO] - reference : красное энд белое
[2022-11-01 15:19:46,665][lightning][INFO] - prediction: 
[2022-11-01 15:19:47,335][lightning][INFO] - reference : мессина
[2022-11-01 15:19:47,336][lightning][INFO] - prediction: 
[2022-11-01 15:19:47,955][lightning][INFO] - reference : матч английской премьер лиги ливерпуль саутгемптон
[2022-11-01 15:19:47,955][lightning][INFO] - prediction: 
[2022-11-01 15:19:48,636][lightning][INFO] - reference : окей
[2022-11-01 15:19:48,636][lightning][INFO] - prediction: 
[2022-11-01 15:19:49,170][lightning][INFO] - reference : алиса включи онт
[2022-11-01 15:19:49,170][lightning][INFO] - prediction: 
[2022-11-01 15:19:49,801][lightning][INFO] - reference : алиса включи пожалуйста мультфильмы
[2022-11-01 15:19:49,801][lightning][INFO] - prediction: 
[2022-11-01 15:19:50,412][lightning][INFO] - reference : хочу увидеть феерию
[2022-11-01 15:19:50,412][lightning][INFO] - prediction: 
[2022-11-01 15:19:51,086][lightning][INFO] - reference : одиннадцатый эпизод сезона четыре шоу одиннадцать двадцать два шестьдесят три
[2022-11-01 15:19:51,086][lightning][INFO] - prediction: 
[2022-11-01 15:19:51,896][lightning][INFO] - reference : мир сериала на смотрешке
[2022-11-01 15:19:51,896][lightning][INFO] - prediction: 
[2022-11-01 15:19:52,612][lightning][INFO] - reference : белый красный и покажи
[2022-11-01 15:19:52,613][lightning][INFO] - prediction: мора
[2022-11-01 15:19:53,372][lightning][INFO] - reference : лето рона ховарда
[2022-11-01 15:19:53,373][lightning][INFO] - prediction: 
[2022-11-01 15:19:53,895][lightning][INFO] - reference : афина как звали неофициальную жену тургенева
[2022-11-01 15:19:53,895][lightning][INFO] - prediction: 
[2022-11-01 15:19:54,397][lightning][INFO] - reference : у тебя будет лучшая часть пинк
[2022-11-01 15:19:54,399][lightning][INFO] - prediction: 
[2022-11-01 15:19:55,035][lightning][INFO] - reference : время когда можно осуществлять конные прогулки в этом отеле
[2022-11-01 15:19:55,035][lightning][INFO] - prediction: 
[2022-11-01 15:19:56,342][lightning][INFO] - reference : давай я посмотрю встречу ливерпуль с норвичем
[2022-11-01 15:19:56,342][lightning][INFO] - prediction: 
[2022-11-01 15:19:57,685][lightning][INFO] - reference : бьютифул
[2022-11-01 15:19:57,686][lightning][INFO] - prediction: 
[2022-11-01 15:19:58,338][lightning][INFO] - reference : конный мир на смотрешке
[2022-11-01 15:19:58,339][lightning][INFO] - prediction: 
[2022-11-01 15:19:59,389][lightning][INFO] - reference : центральный рынок
[2022-11-01 15:19:59,389][lightning][INFO] - prediction: 
